name,corp,city,salary,pub_date
Python研发工程师(001288),空中网,北京-海淀区,1.2-1.8万/月,04-04
高级Python后端工程师,北京理享家商务信息咨询有限公司,北京-东城区,1.5-2.5万/月,04-04
python工程师,北京微步在线科技有限公司,北京-海淀区,1.5-4万/月,04-04
Python 开发工程师,北京华云星地通科技有限公司,北京-海淀区,1.5-2万/月,04-04
Python开发工程师RR,同方鼎欣科技股份有限公司,北京-西城区,0.9-1.2万/月,04-04
Python高级开发工程师,北京棣南新宇科技有限公司,北京-海淀区,1.5-2万/月,04-04
研发工程师（Python/Golang/Linux C）,北京傲盾软件有限责任公司,北京-海淀区,0.5-1.5万/月,04-04
Python高级开发工程师,北京文泽智远信息技术有限公司,北京-海淀区,1.5-2万/月,04-04
Python语言开发工程师,北京信联云通科技有限责任公司,北京-朝阳区,0.8-1.2万/月,04-04
编程教师（C++/Python/scratch）,北京爱提分博乐教育科技有限公司,北京-海淀区,0.6-1.5万/月,04-04
Python工程师,中包物联网科技（北京）有限公司,北京,7-12万/年,04-04
Python开发工程师,博彦科技股份有限公司,北京,1-1.5万/月,04-04
Python/PHP开发工程师,北京华脉世纪石油科技有限公司,北京,0.8-1万/月,04-04
Python培训讲师,北京中公教育科技股份有限公司,北京,1-2万/月,04-04
Python开发工程师(中科实数）,广州中国科学院软件应用技术研究所,北京-朝阳区,0.8-1.6万/月,04-04
高级Linux工程师（c/c++ 、php、python）,北京安德信业信息咨询有限责任公司,北京,30-55万/年,04-04
Python高级开发工程师,北京中创信测科技股份有限公司,北京-海淀区,1.2-2.5万/月,04-04
招聘Python研发工程师一名,北京立方天地科技发展有限责任公司,北京-海淀区,1-1.5万/月,04-04
python软件工程师,北京经纬恒润科技有限公司,北京-海淀区,1-1.5万/月,04-04
Python爬虫工程师,中国广视索福瑞媒介研究有限责任公司,北京-朝阳区,6-8千/月,04-04
Python实习-机器学习方向,寰宇优才教育科技（北京）有限公司,北京-朝阳区,0.8-1万/月,04-04
Python开发工程师（支撑平台）,北京牧游科技有限公司,北京-海淀区,1.5-2万/月,04-04
python讲师,北京创新乐知网络技术有限公司,北京-朝阳区,1.5-3万/月,04-04
资深Python工程师,北京红铅笔广告有限公司,北京,1.8-3.6万/月,04-04
Python开发工程师,上海德拓信息技术股份有限公司,北京-朝阳区,0.8-1.3万/月,04-04
Python高级开发工程师,叠云（北京）科技股份有限公司,北京,1.2-1.5万/月,04-04
python后端架构师,北京艾的教育科技股份有限公司,北京-西城区,2.5-4万/月,04-04
Python web 开发工程师,北京华胜天成科技股份有限公司,北京-海淀区,1-2万/月,04-04
后端高级工程师（Python）,中建材信息技术股份有限公司,北京-海淀区,1.5-2.5万/月,04-04
Python项目经理,北京八维研修学院,北京-海淀区,2-3万/月,04-04
Python工程师,中讯志远（武汉）科技有限公司,北京-朝阳区,1-1.5万/月,04-04
Python开发工程师4775,普信恒业科技发展（北京）有限公司,北京,2.5-3万/月,04-04
11215N-Python开发工程师,平安科技（深圳）有限公司,北京-朝阳区,30-40万/年,04-04
阿里集团-Python开发专家-技术服务平台,阿里巴巴集团,北京,空,04-04
Python中高级开发工程师,新浪微博,北京,2-3.5万/月,04-04
Senior Retail System Engineer(Python),绫致时装（天津）有限公司,北京-朝阳区,1.5-2万/月,04-04
高级/首席软件测试工程师-Python/Ruby/C/Perl/Shell,戴尔（中国）有限公司,北京,30-40万/年,04-04
Python高级开发工程师,北京布科思科技有限公司,北京-海淀区,1-2万/月,04-04
Python开发高级工程师,融联易云金融信息服务（北京）有限...,北京-海淀区,1-2万/月,04-04
Python讲师,达内时代科技集团有限公司,北京-海淀区,1-1.5万/月,04-04
python开发工程师,北京华宇泰聚科技有限公司,北京-海淀区,1.2-1.8万/月,04-04
python web 开发工程师,中国电子科技集团公司第十五研究所...,北京-海淀区,0.8-1万/月,04-03
Python Developer,瞬联软件科技（北京）有限公司 CI...,北京,1-2万/月,04-03
Python开发工程师 - 变现业务,字节跳动,北京,2.5-4万/月,04-03
Python爬虫工程师,北京合力联创科技有限公司,北京,3-4万/月,04-03
Python开发工程师,北京兆维电子（集团）有限责任公司,北京-朝阳区,1.3-1.8万/月,04-03
Python后端开发工程师,乐荐信息科技（北京）有限公司,北京-朝阳区,1.2-1.5万/月,04-03
Python开发工程师,北京微迅联创科技有限公司,北京-海淀区,2-2.5万/月,04-03
Python开发工程师,北京学神科技有限公司,北京-昌平区,1-1.5万/月,04-03
Python算法工程师,深圳前海川谷信息技术有限公司,北京-朝阳区,1.5-2万/月,04-03
Python开发工程师,北京爸爸的选择科技有限公司,北京-朝阳区,1.2-2.4万/月,04-03
Python开发工程师,彩讯科技股份有限公司,北京-东城区,0.8-1.5万/月,04-03
Python研发工程师（房山良乡，苏庄地铁站附近）,北京凤凰学易科技有限公司,北京-房山区,2-4万/月,04-03
资深Python研发工程师,端云信息技术（上海）有限公司,北京-海淀区,1.5-2.5万/月,04-03
python 工程师 （爬虫方向）,北京神州新桥科技有限公司,北京-海淀区,1-1.5万/月,04-03
Python开发工程师,北京斯普信信息技术有限公司,北京,1-1.5万/月,04-03
Python开发工程师（产品研发）,北京东方金信科技有限公司,北京-东城区,0.8-1.5万/月,04-03
python,北京远大创新科技有限公司,北京,1.2-1.7万/月,04-03
Python工程师,苏州深析智能科技有限公司天津分公司,异地招聘,1-1.5万/月,04-03
Python高级开发工程师,北京多维视通技术有限公司,北京-海淀区,1.5-2.5万/月,04-02
Python高级开发工程师,北京鑫瑞天翔科技发展有限公司,北京-大兴区,1.5-2万/月,04-02
Python开发工程师,中国人民解放军军事科学院军事科学...,北京-海淀区,1-1.4万/月,04-02
后台开发工程师（Python/C++）,上海清鹤科技股份有限公司,北京-昌平区,1.2-2万/月,04-02
软件开发工程师 （Python方向）(001631),北京辰安科技股份有限公司,北京,1.5-2.5万/月,04-02
python后台项目经理,北京航空航天大学,北京,2-4万/月,04-02
Python开发工程师(J10388),北京天融信科技有限公司,北京,0.9-1.4万/月,04-02
高级Python软件开发工程师,新奥燃气控股有限公司,北京-朝阳区,1.5-2万/月,04-02
Python开发工程师,苏州闻道网络科技股份有限公司,北京-丰台区,1.3-2万/月,04-01
Python开发工程师,麦田春雪科贸（北京）有限公司,北京-朝阳区,1.5-2万/月,04-01
Python开发工程师,北京缔联科技有限公司,北京-海淀区,1-1.5万/月,04-01
Python(外派中国移动),南京绛门信息科技股份有限公司,北京-朝阳区,0.8-1.6万/月,04-01
Python开发工程师,中金智汇科技有限责任公司,北京,1.5-3万/月,03-31
数据处理（懂python）,文思海辉技术有限公司Pactera Tec...,北京,1-1.5万/月,03-31
高级Python开发工程师,奇虎360科技有限公司,北京,空,03-31
Python讲师,北京书和翰林教育科技有限公司,北京-延庆区,0.8-2万/月,03-29
中级安全服务工程师（python）,北京启明星辰信息安全技术有限公司,北京-海淀区,1.5-2.5万/月,03-29
遥感算法（C/C++、python）气象、生态,中科星图股份有限公司,北京-海淀区,1.3-3万/月,03-29
高级python工程师,曙光信息产业股份有限公司,北京-海淀区,10-15万/年,03-28
Python/JS混合安全工具开发工程师,北京永信至诚科技股份有限公司,北京-海淀区,1.5-2.5万/月,03-28
Python高级工程师,北京海存志合科技股份有限公司,北京-昌平区,1.2-1.5万/月,03-28
AI项目Python软件工程师,上海高重信息科技有限公司,北京-海淀区,1-2万/月,03-28
Python开发工程师,北京流体网络科技有限公司,北京-朝阳区,2-2.5万/月,03-27
Python工程师,新华书店总店,北京-西城区,0.7-1.4万/月,03-27
Python开发工程师,北京魔门塔科技有限公司,北京,空,03-27
技术支持工程师（Python软件运维）,北京普瑞亿科科技有限公司,北京-海淀区,6-8千/月,03-27
python开发工程师(J11765),作业帮教育科技（北京）有限公司,北京-海淀区,2-4万/月,03-27
Python开发工程师（数据）,北京迈普乐科技有限公司,北京-朝阳区,0.8-1.5万/月,03-27
CSIG16-python高级研发工程师,深圳市腾讯计算机系统有限公司,北京,空,03-27
Python开发工程师,奔讯电子科技（北京）有限公司,北京-朝阳区,0.8-1.5万/月,03-26
Python 数据分析/人工智能讲师,北京网络职业学院,北京-房山区,1.8-2.5万/月,03-26
ETL工程师/Python工程师,北京融英乐知科技有限公司,北京-西城区,1.5-1.9万/月,03-26
Python开发工程师,深圳市东方华信科技有限公司,北京-朝阳区,1-1.5万/月,03-26
python 研发工程师,长安通信科技有限责任公司,北京-朝阳区,1-1.5万/月,03-25
Python开发工程师,北京思卓软件有限公司,北京-昌平区,0.8-1.2万/月,03-25
c语言Go开发Java开发python开发,北京布路诺超链科技有限公司,北京-海淀区,2-2.5万/月,03-25
Python开发工程师,望奎新名科技有限公司,北京-海淀区,1.5-2万/月,03-25
Python开发工程师,NTT DATA（中国）有限公司,北京-朝阳区,0.8-1万/月,03-25
Python开发工程师-网络运营部,搜狐媒体,北京-海淀区,1.5-3万/月,03-24
Python开发工程师,我爱我家集团,北京,2-3万/月,03-22
Python开发工程师,融信在线（北京）教育科技有限公司,北京-丰台区,0.8-2万/月,03-21
python运维开发工程师,狐狸金服（北京）信息技术咨询有限...,北京-海淀区,2-3万/月,03-18
"Software Engineer  Python, Java, Cloud",贵州华芯通半导体技术有限公司,北京,1.5-2万/月,03-18
Python开发工程师,普天信息技术有限公司,北京,0.8-1.5万/月,03-18
服务器后端开发工程师(C++、Python)（北京）,哈尔滨安天科技集团股份有限公司,北京,空,03-17
Python开发工程师,北京视野金融信息服务有限公司,北京-海淀区,1-1.6万/月,03-16
Python算法工程师,中经网数据有限公司,北京-西城区,1-1.5万/月,03-16
Python开发工程师,北京展云科技有限公司,北京-丰台区,1.5-2.5万/月,03-15
python/go开发,上海秀可得企业管理咨询有限公司,北京-朝阳区,2-4.5万/月,03-14
医学研发中心--Python研发工程师,北京诺禾致源科技股份有限公司,北京-朝阳区,1-1.5万/月,03-13
Python开发工程师,北京英视睿达科技有限公司,北京-丰台区,1-1.5万/月,03-13
Python讲师,北京七月在线科技有限公司,北京-昌平区,1.8-2.5万/月,03-10
Python开发工程师,北京易诚互动网络技术有限公司,北京-朝阳区,1.5-2万/月,03-10
Python研发工程师,中国科学院计算机网络信息中心,北京-海淀区,0.8-1.2万/月,03-08
python开发工程师,杭州迪普科技股份有限公司,北京-海淀区,10-20万/年,03-08
软件开发工程师(python/c++)-NDS,北京四维图新科技股份有限公司,北京-海淀区,0.8-1万/月,03-08
Python开发工程师,北京第三石信息技术有限公司,北京-朝阳区,1.5-3万/月,03-06
Python高级软件工程师,汇中泰德投资有限公司,北京,2.5-3.5万/月,03-05
Python web后端工程师,泰星达（北京）科技有限公司,北京-顺义区,0.8-1.5万/月,03-02
Python开发工程师,思百达物联网科技（北京）有限公司,北京-朝阳区,1-2万/月,03-02
python后端工程师,北京商高科技有限公司,北京-丰台区,1.5-2万/月,03-01
Python开发工程师（IDC1xhy）,北京东方国信科技股份有限公司,北京,1.5-2.5万/月,02-28
Python开发工程师,北京汉能光伏技术有限公司,北京-朝阳区,2.5-3万/月,02-28
Python讲师,北京童程童美科技有限公司,北京-海淀区,2.5-3万/月,02-27
Python后端高级开发工程师,武汉皮皮外语网络科技有限公司,北京-海淀区,1.5-2.5万/月,02-26
高级python开发工程师,北京中体骏彩信息技术有限公司,北京-朝阳区,1.5-2万/月,02-26
Python就业指导老师(J10736),北京传智播客教育科技有限公司,北京-顺义区,1-1.5万/月,02-25
python助教,传智播客教育集团修正分校,北京-昌平区,10-15万/年,02-25
Python开发工程师,北京易诚互动网络技术有限公司,北京-顺义区,1-2万/月,02-24
Python(RPA)实施开发工程师（软件）,上海艺赛旗软件股份有限公司,北京,0.7-1万/月,02-22
Python开发工程师,Symbio,北京-海淀区,1-1.5万/月,02-22
Python讲师,北京软峰时代科技有限公司,北京-昌平区,1-2万/月,02-20
Python开发工程师,网宿科技股份有限公司,北京-海淀区,1.5-2.5万/月,02-19
高级python开发工程师,北京天云智汇科技有限公司,北京-海淀区,2-3万/月,02-19
Python爬虫开发工程师,北京敏捷艾科数据技术有限公司,北京-朝阳区,0.6-1万/月,02-17
Python开发工程师,北京朗镜科技有限责任公司,北京-朝阳区,2-2.5万/月,02-13
Python/Golang 工程师,图玛深维医疗科技（北京）有限公司,北京-朝阳区,1.5-2.5万/月,02-12
数据研发工程师（JAVA/Python）,北京中知智慧科技有限公司,北京-海淀区,1-1.6万/月,02-11
爱立信cloud产品系统工程师,爱立信信息技术服务（中国）有限公司,北京,1-3万/月,04-04
软件开发师,北京航天爱锐科技有限责任公司,北京,1-3万/月,04-04
助理工程师-应届生岗（C方向）,北京南天软件有限公司,北京,4-6千/月,04-04
游戏U3D客户端（高级）,武汉牧望群网络科技有限公司,异地招聘,2-3万/月,04-04
大数据开发工程师,郑州苹可云科技有限公司,北京-海淀区,2-2.5万/月,04-04
C方向软件工程师（应届生岗）,北京南天信息工程有限公司,北京,4.5-6千/月,04-04
C++ on Linux 开发工程师,北京凯罗斯软件科技有限公司,北京,1-2万/月,04-04
图像识别软件研发,北京康拓红外技术股份有限公司,北京,0.8-2万/月,04-04
IT工程师（EDC系统）,杭州泰格医药科技股份有限公司,北京-朝阳区,1.5-2万/月,04-04
研发工程师,北京煜能电气有限公司,北京-顺义区,1-1.5万/月,04-04
高级模型算法分析师,北京蛙鸣华清环保科技有限公司,北京-朝阳区,1.5-2.5万/月,04-04
NLP算法工程师/专家,美团点评,北京-朝阳区,3-4万/月,04-04
IT系统工程师,东方口岸科技有限公司,北京-海淀区,0.6-1.2万/月,04-04
软件测试工程师,北京中科信利技术有限公司,北京-海淀区,0.6-1.2万/月,04-04
RPA软件实施,北京令才科技有限公司,北京-通州区,6-8千/月,04-04
算法工程师,北京富通东方科技有限公司,北京-朝阳区,1.5-2.5万/月,04-04
研发应届生,路通世纪（中国）科技有限公司,北京,1-1.5万/月,04-04
数据库工程师,郑州菏怀软件科技有限公司,北京-海淀区,1.5-2万/月,04-04
高级图像算法工程师,北京星河泰视特科技有限公司,北京-海淀区,1.5-3万/月,04-04
游戏客户端,星辉游戏,北京-石景山区,0.8-1.3万/月,04-04
游戏运维工程师,苏州美生元信息科技有限公司北京分...,北京-朝阳区,1-1.5万/月,04-04
高级软件工程师（亦庄）,北京优航机电技术有限公司,北京-大兴区,2-3.5万/月,04-04
AI研发工程师,北京研究院,北京,1.5-2万/月,04-04
课程研发,北京泺喜教育科技有限公司,北京-朝阳区,7.5-8.5千/月,04-04
AI大数据工程师,北京同仁堂健康药业股份有限公司,北京,空,04-04
Web前端开发工程师,北京国信创新科技股份有限公司,北京-海淀区,1.8-2.5万/月,04-04
linux系统工程师,国和瑞斯（北京）科技有限公司,北京-海淀区,0.8-1万/月,04-04
网络安全专家（态势感知方向）,上海欣方智能系统有限公司,北京-海淀区,2.5-4万/月,04-04
网站开发,北京索莱宝科技有限公司,北京,6-8千/月,04-04
测试开发主管工程师,联想集团,北京,空,04-04
计算机视觉算法工程师,方正信息产业集团,北京-海淀区,空,04-04
高级服务器工程师(4914),完美世界（北京）总部/完美时空,北京,2.5-3万/月,04-04
报表开发工程师,广州元曜软件有限公司,北京,1.1-1.5万/月,04-04
数据分析师,北京博雅大智慧科技有限公司,北京-海淀区,0.8-3万/月,04-04
C语言开发工程师,北京钰峰科技有限公司,北京-海淀区,2-2.5万/月,04-04
测试工程师-信息安全,北京神州泰岳软件股份有限公司,北京-朝阳区,0.8-1.5万/月,04-04
数据挖掘工程师（北京）,南京天数智芯科技有限公司,北京,2-4万/月,04-04
知识图谱开发工程师,北京法宣在线科技有限公司,北京-海淀区,1-1.5万/月,04-04
网络运维与优化工程师,赛尔网络有限公司,北京-海淀区,4.5-6千/月,04-04
Web前端开发工程师,北京中科同向信息技术有限公司,北京,1-1.5万/月,04-04
网络安全工程师,翰竺科技（北京）有限公司,北京-西城区,1.2-1.7万/月,04-04
爬虫中高级软件工程师,北京蓝拓扑科技股份有限公司,北京-昌平区,1.4-2万/月,04-04
数据治理工程师,北京宏远科创软件有限公司,北京-朝阳区,1.5-3万/月,04-04
Financial Analyst(J21229),捷信消费金融有限公司,北京-朝阳区,1-1.5万/月,04-04
Hybrid APP(混合应用)工程师,北京中科翔龙科技有限公司,北京-海淀区,1.5-2万/月,04-04
系统运维工程师,中央广播电视总台,北京,空,04-04
数据分析师,北京阳光海天停车管理有限公司,北京,1-1.5万/月,04-04
自动化测试开发工程师,北京翼辉信息技术有限公司,北京,0.8-1.2万/月,04-04
自动化、渗透测试工程师,黑龙江英目企业管理咨询有限公司,北京-朝阳区,20-65万/年,04-04
建模分析师,石化盈科信息技术有限责任公司,北京-朝阳区,1-2万/月,04-04
算法工程师/高级工程师,佳能医疗系统（中国）有限公司,北京-朝阳区,1.5-2.5万/月,04-04
二代数据质控工程师3107,北京贝瑞和康生物技术有限公司,北京-昌平区,0.8-1万/月,04-04
生物信息工程师,北京圣谷同创科技发展有限公司,北京-海淀区,1-2万/月,04-04
数据统计分析岗,光大云缴费科技有限公司,北京,空,04-04
自动化运维工程师,易智付科技（北京）有限公司,北京-朝阳区,1.8-2.5万/月,04-04
自动化技术工程师-平台部,隆正信息科技有限公司,北京-朝阳区,1-1.5万/月,04-04
RPA咨询顾问,中审华会计师事务所（特殊普通合伙...,北京-西城区,0.5-2.5万/月,04-04
PHP开发工程师（北京、天津）,北京久其软件股份有限公司,北京,0.9-1.7万/月,04-04
前端工程师(J10268),好大夫在线,北京-朝阳区,2-4万/月,04-04
系统开发工程师,上海拿了就走物联网科技有限公司,北京-海淀区,0.8-3万/月,04-04
少儿编程授课教师,北京北外文创国际教育学研究院有限...,异地招聘,6-8千/月,04-04
前端工程师,龙源创新数字传媒（北京）股份有限...,北京-东城区,1-2万/月,04-04
网络部门主管,北京金恒博远科技股份有限公司,北京-大兴区,1.5-2万/月,04-04
策略数据分析师(J10263),会找房（北京）网络技术有限公司,北京-海淀区,6-8千/月,04-04
数据建模分析经理,盟博广告（上海）有限公司,北京-朝阳区,1.5-2万/月,04-04
高级视频分析工程师,中国科学院自动化研究所,北京-海淀区,20-50万/年,04-04
PHP高级开发工程师,北京甲乙电子商务有限公司,北京-通州区,0.8-1.5万/月,04-04
高级运维工程师,北京爱农驿站科技服务有限公司,北京-西城区,1-2万/月,04-04
软件研发工程师,北京锐智集数电子有限公司,北京-海淀区,0.8-1.5万/月,04-04
AI行业应用开发软件工程师--慧视公司,中国电子科技集团公司第三研究所,北京-朝阳区,0.8-1万/月,04-04
运维工程师,北京捷通华声科技股份有限公司,北京,1-2万/月,04-04
数据统计分析员,北京天石网通科技有限责任公司,北京-西城区,5-7千/月,04-04
DNS运维工程师SGW53,中国信息通信研究院,北京-海淀区,1.4-1.6万/月,04-04
Linux测试工程师,北京可信华泰信息技术有限公司,北京-海淀区,0.8-1.5万/月,04-04
售前架构师,北京云思畅想科技有限公司,北京-海淀区,2-3万/月,04-04
运维工程师,古莘信息技术（广州）有限公司,北京-西城区,1-1.5万/月,04-04
技术工程部-高级运维开发工程师 (MJ002985),北京搜狗科技发展有限公司,北京-海淀区,2.5-3.5万/月,04-04
系统运维中级工程师,福建新大陆软件工程有限公司,北京,1-2万/月,04-04
大数据分析与建模工程师,北京新宇合创信息技术有限公司,北京-丰台区,2-3万/月,04-04
Oracle DBA,杭州沃趣科技股份有限公司,北京-朝阳区,20-40万/年,04-04
Bioinformatics&Stats,上海泱林企业管理咨询有限公司,北京,50-100万/年,04-04
系统工程师,云星数据（深圳）有限公司,北京-朝阳区,1.5-2万/月,04-04
高级开发工程师,天津车易行汽车服务有限公司上海分...,北京,14-34万/年,04-04
ETL/数据仓库工程师,上海媒智科技有限公司,北京-朝阳区,0.8-1.4万/月,04-04
数据仓库工程师,北京冠新医卫软件科技有限公司,北京,2-2.5万/月,04-04
运维工程师-北京-00201,凯美瑞德（苏州）信息科技股份有限...,北京,0.8-1万/月,04-04
数据开发工程师,北京思路创新科技有限公司,北京-海淀区,1-1.5万/月,04-04
高级开发工程师（PLM）（C#  CAD）,中车信息技术有限公司,北京-海淀区,1.5-2万/月,04-04
运维工程师,中国司法大数据研究院有限公司,北京-海淀区,0.9-1.8万/月,04-04
高级运维工程师（办公地点西单，入职央企）,湖南科创信息技术股份有限公司,北京-西城区,1-1.5万/月,04-04
推荐算法工程师1334,OPPO,北京,3-4万/月,04-04
安卓软件测试工程师,深圳市拓保软件有限公司,北京-海淀区,1-2万/月,04-04
软件工程师,北京云和互动信息技术有限公司,北京-海淀区,1-1.5万/月,04-04
急聘/英语/医学/计算机/写手,湖北天恒文化传媒有限公司,北京-西城区,500元/天,04-04
数据仓库工程师,北京神舟航天软件技术有限公司,北京,1.3-2.5万/月,04-04
图像算法工程师,北京全景视觉网络科技股份有限公司,北京-朝阳区,2-3.5万/月,04-04
存储高级测试工程师,北京联创信安科技股份有限公司,北京,1.2-1.8万/月,04-04
驻站博士后,北京海鑫科金高科技股份有限公司,北京,1.5-2.5万/月,04-04
前端开发工程师（小程序方向）,北京贵士信息科技有限公司,北京-朝阳区,1-1.6万/月,04-04
图像处理算法工程师,北京星云互联科技有限公司,北京-海淀区,1.5-2.5万/月,04-04
中高级运维工程师,中国软件与技术服务股份有限公司,北京,0.8-1.6万/月,04-04
数据库运维工程师,北京思特奇信息技术股份有限公司,北京-东城区,0.7-1.2万/月,04-04
运维工程师,北京苦瓜网络科技有限公司,北京-海淀区,6-8千/月,04-04
开源交付工程师,北京昆仑联通科技发展股份有限公司,北京,1.5-3万/月,04-04
云平台工程师,北京华电天仁电力控制技术有限公司,北京-海淀区,空,04-04
高级系统运维工程师(J10469),北京环球国广媒体科技有限公司,北京,1.5-2万/月,04-04
架构师,美亚宏信（北京）信息技术有限公司,北京-海淀区,2-4万/月,04-04
高级运维工程师(J10558),跨越速运集团有限公司,北京-朝阳区,1-1.5万/月,04-04
Data Engineer,北京宝洁技术有限公司,北京-顺义区,15-20万/年,04-04
软件工程师,深圳市科思科技股份有限公司北京分...,北京-朝阳区,1.5-3万/月,04-04
JAVA开发工程师-北京,北京华晨阳通信技术有限责任公司,北京-海淀区,0.6-1万/月,04-04
软件服务工程师（北京）,上海华讯网络系统有限公司,北京-朝阳区,空,04-04
增长策略算法工程师(J190327003),滴滴出行,北京-海淀区,3-4万/月,04-04
生物信息工程师,杭州诺辉健康科技有限公司,北京-昌平区,1-2万/月,04-04
BI - Data analysis Intern(104415),西门子（中国）有限公司Siemens L...,北京,空,04-04
测试开发工程师,爱奇艺（www.iqiyi.com）,北京-海淀区,20-30万/年,04-04
AI算法工程师,长沙海格北斗信息技术有限公司,北京-海淀区,3-4万/月,04-04
流程自动化解决方案经理,瑞银企业管理（中国）有限公司,异地招聘,空,04-04
高级后端开发工程师,联合天际（北京）文化传媒有限公司,北京-东城区,1.5-3万/月,04-04
测试工程师,上海食派士商贸发展有限公司,北京-东城区,1-1.5万/月,04-04
Web前端开发工程师(兼UI设计）,北京英泰智科技股份有限公司,北京-海淀区,1.5-2万/月,04-04
