name,corp,city,salary,pub_date
网络安全工程师,北京起鹏科技发展有限公司,北京,0.6-1.2万/月,04-04
2019非北京生源毕业生引进--大数据云计算工程师,北京中盾安民分析技术有限公司,北京-昌平区,1-1.5万/月,04-04
PG数据库工程师,上海诺祺科技有限公司,北京-丰台区,8-13万/年,04-04
遥感大数据智能分析研发岗,浙江航天恒嘉数据科技有限公司,北京-海淀区,15-18万/年,04-04
Linux开发工程师,郑州三友软件科技有限公司,北京,1-1.5万/月,04-04
***英文写手,宁波天巡教育信息咨询有限公司,异地招聘,2.5-3万/月,04-04
算法工程师,广东麦杰防务技术有限公司,北京-石景山区,1-1.5万/月,04-04
数据开发工程师,竹间智能科技（上海）有限公司,北京-海淀区,2-4万/月,04-04
Java开发工程师,上海睿成软件有限公司,北京-石景山区,0.7-1.1万/月,04-04
软件测试工程师,北京经世万方信息技术有限公司,北京-朝阳区,8-10万/年,04-04
存储运维专家,北京同天科技有限公司,北京-海淀区,20-40万/年,04-04
数据分析师（信贷风控）,爱信诺征信有限公司,北京-海淀区,2-3万/月,04-04
区块链开发工程师,航天信息股份有限公司,北京,1.5-2万/月,04-04
动画TD,杭州黑岩网络科技有限公司,异地招聘,0.8-1.5万/月,04-04
白盒测试工程师,比亚迪精密制造有限公司,北京-通州区,0.8-1.6万/月,04-04
资深架构师,中体彩科技发展有限公司,北京-大兴区,3-4万/月,04-04
FPGA验证工程师,辰芯科技有限公司,北京-海淀区,1.5-2万/月,04-04
测试工程师（大型国企北京分公司）,广州汇智通信技术有限公司,北京,15-20万/年,04-04
算法研发工程师（机制方向）（万物智联）,信泰（福建）科技有限公司,异地招聘,1.5-2万/月,04-04
自动化测试工程师,普元信息技术股份有限公司,北京,0.8-1.2万/月,04-04
仪器销售工程师,北京安洲科技有限公司,北京-海淀区,0.5-1万/月,04-04
NLP算法工程师,北京双泽维度信息技术有限公司,北京-朝阳区,1.2-2.4万/月,04-04
算法实习生,洛伦兹（北京）科技有限公司,北京-昌平区,3-5千/月,04-04
Java开发工程师--高级,北京红果科技有限公司,北京-朝阳区,1.5-1.9万/月,04-04
遥感算法工程师,武汉珈和科技有限公司,北京-海淀区,1-2万/月,04-04
运维工程师,维恩贝特科技有限公司,北京-西城区,0.8-1.5万/月,04-04
数据库工程师,中科浩鼎科技股份有限公司,北京-海淀区,1-1.3万/月,04-04
Web前端开发工程师,北京华电通达科技有限公司,北京-海淀区,0.8-1万/月,04-04
DevOps工程师(J10505),亚联集团,北京-大兴区,2.5-3.5万/月,04-04
图像识别算法专家,广州小鹏汽车科技有限公司,异地招聘,3-5万/月,04-04
Linux运维工程师,创远科技,北京-朝阳区,0.8-1.2万/月,04-04
深度学习,北京风影车讯科技有限公司,北京-海淀区,1.5-2万/月,04-04
测试部经理,北京海科融通支付服务股份有限公司,北京,2.5-4万/月,04-04
系统集成工程师,南京君合创胜数据科技有限责任公司,北京,1.2-2.4万/月,04-04
作物模型开发工程师,北京爱科农科技有限公司,北京-朝阳区,0.8-1万/月,04-04
数据挖掘专员,融中集团,北京-朝阳区,0.8-1万/月,04-04
智能算法主管,黑龙江飞鹤乳业有限公司,北京-朝阳区,1.5-2.8万/月,04-04
.NET高级开发工程师,航天开元科技有限公司,北京,1.5-2千/月,04-04
zabbix开发工程师(012389),神州数码（中国）有限公司,北京-海淀区,1.5-2万/月,04-04
漏洞挖掘工程师,北京天防安全科技有限公司,北京-海淀区,0.8-1.5万/月,04-04
销售运营专员/销售支持,北京普盛食品销售有限公司,北京-朝阳区,0.8-1万/月,04-04
售前产品经理,上海数据港股份有限公司,北京-海淀区,2-3.5万/月,04-04
算法工程师（数学方向）,广东朗呈医疗器械科技有限公司,异地招聘,2.5-3.5万/月,04-04
PHP程序员/PHP程序开发,北京纳古良品信息技术有限公司,北京-丰台区,1-1.5万/月,04-04
[金融事业部]基金经理助理,广州亿牛信息科技有限公司,异地招聘,10-20万/年,04-04
语音识别算法工程师,北京三星通信技术研究有限公司,北京-朝阳区,1.5-2.5万/月,04-04
5G解决方案验证工程师,三星半导体（中国）研究开发有限公司,北京-朝阳区,1.5-3万/月,04-04
Web前端开发工程师,北京钱云支付科技有限公司,北京-朝阳区,0.8-1万/月,04-04
实施、运维工程师、系统工程师（Linux）,北京安宁创新网络科技股份有限公司,北京-海淀区,1-1.5万/月,04-04
云安全架构师00019,紫光云技术有限公司,北京-海淀区,3-4万/月,04-04
算法工程师,北京恩典金鼎知行科技有限公司,北京-海淀区,1.8-2.5万/月,04-04
软件测试工程师,上海儒一信息科技有限公司,北京-海淀区,0.8-1.6万/月,04-04
高级软件工程师,北京华泰德丰技术有限公司,北京-海淀区,1.5-2.5万/月,04-04
数据风控研发工程师,优师优堂（北京）网络科技有限公司,北京-朝阳区,2.5-3万/月,04-04
产品总监,海通安恒科技有限公司,异地招聘,2.5-3万/月,04-04
图像算法工程师(0631),凌云光技术集团视觉器件业务部,北京-海淀区,2.5-3万/月,04-04
机器/深度学习算法或应用工程师,上海奕见企业管理咨询有限公司,北京-海淀区,4-5万/月,04-04
图像处理工程师,无锡海斯凯尔医学技术有限公司北京...,北京-海淀区,1-2万/月,04-04
java爬虫工程师,北京新联财通咨询有限公司,北京,1-1.5万/月,04-04
高级搜索工程师,广州星域信息科技有限公司,北京-朝阳区,1.5-3万/月,04-04
校招大数据开发工程师,秒针信息技术有限公司,北京-朝阳区,1.5-2万/月,04-04
大数据分析工程师,中芯国际集成电路制造(北京)有限公司,北京-大兴区,1-1.5万/月,04-04
自动化测试工程师,艾拉丁网络科技（北京）有限公司,北京-朝阳区,2-3.5万/月,04-04
大数据分析师,君合百安仓储科技（北京）有限公司,北京,6-8千/月,04-04
生物信息工程师,江苏先声医学诊断有限公司,北京-海淀区,10-30万/年,04-04
运维工程师(J10397),销售易,北京,1.5-2.5万/月,04-04
软件测试工程师,北京博兴高科科技有限公司,北京-西城区,0.9-1.2万/月,04-04
自然语言处理实习生,数据堂（北京）科技股份有限公司,北京-海淀区,2-4千/月,04-04
大数据算法工程师,广州航新航空科技股份有限公司,北京-朝阳区,30-40万/年,04-04
IT应用和基础设施运营工程师校招岗(004XX3),施耐德（北京）中低压电器有限公司,北京-大兴区,0.8-1万/月,04-04
Senior Software Engineer,浙江海利普电子科技有限公司,北京,30-40万/年,04-04
算法测试工程师,北京快鱼电子股份公司,北京-海淀区,0.8-1.2万/月,04-04
资深品质工程师,西安紫光国芯半导体有限公司,异地招聘,0.8-1.2万/月,04-04
运维工程师,北京中欣银宝通支付服务有限公司,北京-东城区,1-1.5万/月,04-04
大数据总监,灵狐科技股份有限公司,北京-西城区,3-3.5万/月,04-04
算法工程师,威创集团股份有限公司,北京-朝阳区,2-4万/月,04-04
AI Engineer ( for Algorithm Development),新思科技（北京）Synopsys,北京-海淀区,30-50万/年,04-04
Android app开发工程师-北京,北京小鱼易连科技有限公司,北京-朝阳区,1.5-2.5万/月,04-04
算法工程师（直线加速器）,东软医疗系统有限公司,北京-海淀区,2-3万/月,04-04
AI Engineer ( for Software Development),新思科技（上海）Synopsys,北京-海淀区,30-50万/年,04-04
金融数据分析师,北京中佳信科技发展有限公司,北京-朝阳区,1.5-2万/月,04-04
红外技术工程师,上海索辰信息科技有限公司,北京-海淀区,1-2万/月,04-04
网络工程师(院信息中心),中国铁道科学研究院电子计算技术研...,北京-海淀区,0.6-1.5万/月,04-04
统计师,天津艾登科技有限公司,北京-朝阳区,1-1.6万/月,04-04
音频算法工程师,北京君正集成电路股份有限公司,北京,0.9-1.5万/月,04-04
服务器运维,北京艺科汇美生物科技有限责任公司,北京-通州区,0.8-1万/月,04-04
云计算集成工程师-北京,中电福富信息科技有限公司,北京,1-1.8万/月,04-04
系统运维工程师,南京汇银迅信息技术有限公司,北京-海淀区,1.5-2.5万/月,04-04
大数据架构师,北京睿科伦智能科技有限公司,北京-海淀区,4-5万/月,04-04
数据挖掘工程师,北京搜知数据科技有限公司,北京-海淀区,1.5-3万/月,04-04
图像算法工程师,北京友通上昊科技有限公司,北京,1.2-2.5万/月,04-04
高级大数据开发程师,微博动漫,北京-海淀区,1.3-2.5万/月,04-04
大数据开发工程师,北京梧桐车联科技有限责任公司,北京-海淀区,25-45万/年,04-04
Hardware Lab Engineer-System Admin,甲骨文（中国）软件系统有限公司,北京-海淀区,空,04-04
Technical Support Engineer 技术支持,上海华夏邓白氏商业信息咨询有限公司,北京-朝阳区,1-1.5万/月,04-04
系统架构师,北京并行科技股份有限公司,北京-海淀区,2.5-3.8万/月,04-04
人工智能实习生,博奥生物集团有限公司,北京,3-4.5千/月,04-04
遥感算法数据分析师,北京天合睿创科技有限公司,北京-朝阳区,1.5-3万/月,04-04
软件测试工程师,上海异瀚数码科技股份有限公司,北京,0.7-1.2万/月,04-04
保险科技发展与服务部-新技术研究岗(1616),中英人寿保险有限公司,北京,1.5-2万/月,04-04
Android安全研发工程师,郑州信大捷安信息技术股份有限公司,北京,1.8-3万/月,04-04
非嵌入式软件测评工程师,北京源仪迅驰科技有限公司,北京-海淀区,0.8-1.6万/月,04-04
上位机软件开发工程师,美芯晟科技（北京）有限公司,北京-海淀区,1.5-2.5万/月,04-04
openstack运维工程师,深圳市讯方技术股份有限公司,北京-昌平区,0.6-1万/月,04-04
控制和算法工程师,尚一盛世（北京）科技有限公司,北京-海淀区,1.5-2.5万/月,04-04
人工智能实习生,瑞泰新时代（北京）科技有限公司,北京-朝阳区,2-4千/月,04-04
运维经理,北京清果金融信息服务有限公司,北京-海淀区,2-3万/月,04-04
运维工程师,优讯时代（北京）网络技术有限公司,北京-海淀区,4-6千/月,04-04
OpenStack运维技术支持工程师,浙江九州云信息科技有限公司,北京-海淀区,0.6-1.2万/月,04-04
计算机工程师,北京康普森生物技术有限公司,北京-昌平区,0.8-1.6万/月,04-04
运维工程师,北京游道易网络文化有限公司,北京,1.2-1.8万/月,04-04
数据分析师,瑞幸咖啡（中国）有限公司,北京,2.5-3.5万/月,04-04
大数据售前工程师,北京卓信智恒数据科技股份有限公司,北京-石景山区,1.2-2万/月,04-04
web后端软件工程师,北京凯恩帝数控技术有限责任公司,北京-丰台区,1.5-2万/月,04-04
Java开发工程师（丰台）,联合永道（上海）信息技术有限公司,北京,0.7-1万/月,04-04
Linux运维,北京中加国道科技有限责任公司,北京-海淀区,4.5-6千/月,04-04
BI开发工程师,北京文创思宇科技发展有限公司,北京-西城区,0.8-1万/月,04-04
技术经理,惠信易达征信服务（北京）有限公司,北京-朝阳区,2-3万/月,04-04
在线辅导/海外***在线tutor,方圆天下（深圳）科技有限公司,北京-西城区,180元/小时,04-04
JAVA后端开发工程师,飞驰镁物（北京）信息服务有限公司...,北京-朝阳区,2-4万/月,04-04
机器学习算法工程师,北京四海华辰科技有限公司,北京-大兴区,2-3.5万/月,04-04
高级Hadoop工程师（北京）,上海派拉软件股份有限公司,北京-海淀区,2-2.5万/月,04-04
php程序员,北京神鹰城讯科技股份有限公司,北京-海淀区,0.8-1.5万/月,04-04
区块链技术经理,北京鑫根投资管理有限公司,北京-朝阳区,3.6-4万/月,04-04
实习建筑师,全新优筑（北京）建筑设计有限公司,北京-西城区,5-8千/月,04-04
大数据开发工程师,北京航友信息技术有限公司,北京-朝阳区,1-1.5万/月,04-04
深度/机器学习算法或应用工程师,年享人力资源管理（上海）有限公司,北京-海淀区,4-5万/月,04-04
深度学习工程师,中国科学院自动化研究所（洛阳）机...,异地招聘,0.7-1.5万/月,04-04
主机工程师（北京）,电子渠道运营中心,北京,空,04-04
算法工程师-网络与信息安全研究院-云安全研究所,上海研究院,北京,空,04-04
网络技术支持,中国移动通信集团北京有限公司,北京,空,04-04
客户端测试工程师,麒麟合盛网络技术股份有限公司,北京-朝阳区,1-2万/月,04-04
软件开发工程师,国际商业机器（中国）有限公司,北京,空,04-04
全职-行业解决方案研究员（北京）,IBM2019应届生招聘项目,北京,空,04-04
软件工程师,北京量子星光科技有限公司,北京-海淀区,1-2万/月,04-04
高级测试工程师,百视通网络电视技术发展有限责任公司,北京,1-1.5万/月,04-04
主机工程师,电子渠道运营中心,北京,空,04-04
光谱分析算法工程师,贝恩讯谱光电科技（北京）股份有限...,北京-朝阳区,1-2.5万/月,04-04
摄影测量工程师,河南省现代农业大数据产业技术研究...,异地招聘,1-2万/月,04-04
数字货币研究实习生,恒宝股份有限公司,北京-西城区,2-4千/月,04-04
0017安全攻防工程师（北京）,上海研究院,北京,空,04-04
00067-高级反作弊工程师,Adhub（钧云）,北京-朝阳区,1.5-2.5万/月,04-04
Network Engineer（Juniper）,上海每联每信息技术有限公司大连分...,北京,1-2.5万/月,04-04
算法工程师,北京煜邦电力技术股份有限公司,北京,1.8-3万/月,04-04
高级数据分析师,北京先进数通信息技术股份公司,北京,0.8-1.6万/月,04-04
计算机视觉软件工程师,广州笨笨网络科技有限公司,北京-海淀区,1.5-2.5万/月,04-04
AI算法工程师（图像）,北京天源迪科信息技术有限公司,北京-海淀区,1-2万/月,04-04
图像算法工程师,北京华开领航科技有限责任公司,北京-昌平区,2-4万/月,04-04
前端开发工程师,北京易得好康科技有限公司,北京-朝阳区,1-1.5万/月,04-04
高级程序员,北京像素软件科技股份有限公司,北京-朝阳区,2-4万/月,04-04
PHP资深开发工程师,成都堆氧文化传播有限公司,北京-朝阳区,4-9万/月,04-04
运维工程师,北京红鲤鱼数字电影院线有限公司,北京-朝阳区,0.8-1万/月,04-04
服务端开发工程师,北京星球时空科技有限公司,北京-海淀区,0.7-1.4万/月,04-04
DBA工程师,德联易控科技（北京）有限公司,北京-朝阳区,1.5-2.5万/月,04-04
大数据开发工程师,美团点评,北京-朝阳区,2-4万/月,04-04
售前咨询顾问,中智诚征信有限公司,北京-西城区,1.5-2万/月,04-04
大数据咨询顾问,北京明朝万达科技股份有限公司,北京-海淀区,1-2万/月,04-04
IT运维总监（LZHR1002）,朗致集团有限公司,北京-大兴区,30-50万/年,04-04
云运维工程师,北京智普信科技股份有限公司,北京-朝阳区,1-1.5万/月,04-04
运维工程师（git）,北京中农信达信息技术有限公司,北京-海淀区,1-1.5万/月,04-04
软件测试工程师,深圳市思迪信息技术股份有限公司,北京-朝阳区,1-1.5万/月,04-04
量化研究员,广州恒毅投资管理有限公司,北京-海淀区,1-2万/月,04-04
数据分析师,中稻股份有限公司,北京-朝阳区,0.8-1.5万/月,04-04
高精地图高级研发工程师,北京晶众智慧交通科技股份有限公司,北京-朝阳区,2-2.5万/月,04-04
系统运维工程师,湖南金烽信息科技有限公司,北京,1-2万/月,04-04
高级前端开发工程师,北京荣创岩土工程股份有限公司,北京-海淀区,0.6-1.2万/月,04-04
SOFTWARE ENGINEER,金雅拓（北京）智能卡科技有限公司,北京-海淀区,24-42万/年,04-04
前端开发工程师,互联网域名系统北京市工程研究中心...,北京-海淀区,1.5-2万/月,04-04
计算机视觉算法工程师,北京信驰投资顾问有限公司,北京-朝阳区,1.5-3万/月,04-04
高级算法工程师,北京优仕一方商务咨询有限公司,北京-朝阳区,2.5-4.5万/月,04-04
生物信息分析工程师,武汉迈特维尔生物科技有限公司,北京-海淀区,6-7千/月,04-04
计算机视觉算法工程师,银赁中国,北京-朝阳区,1.5-3万/月,04-04
物理层工程师（2019届）,翱捷科技（上海）有限公司,北京-海淀区,空,04-04
自动化运维工程师（需长期出差）,达烁高科（北京）信息技术有限公司,北京-朝阳区,5-9千/月,04-04
IT技术经理,北京赛格立诺办公科技股份有限公司,北京-东城区,2-3万/月,04-04
图像处理算法工程师,中科慧远视觉技术（洛阳）有限公司,北京-海淀区,0.7-1.8万/月,04-04
手机移动端技术支持（iOS/android）,Capgemini Japan K. K.凯捷日本,北京,1-1.5万/月,04-04
网站运维工程师,北京利亚周诺科技有限公司,北京,4.5-6千/月,04-04
逆向工程师,湖南南澳网络科技有限公司,异地招聘,1.5-2万/月,04-04
软件测试工程师,北京恒泰实达科技股份有限公司,北京-丰台区,0.5-1万/月,04-04
课程开发工程师,魔信（北京）科技有限公司,北京-通州区,0.5-1.5万/月,04-04
软件实施工程师（JavaScript数据采集）,商助科技（北京）有限公司,北京-海淀区,空,04-04
Java开发工程师,北京联龙博通电子商务技术有限公司,北京,1-1.5万/月,04-04
大数据架构师,广州海鹚网络科技有限公司,北京-海淀区,3-6万/月,04-04
渗透测试工程师,南京华苏科技有限公司,北京,0.8-1.2万/月,04-04
初、中级软件开发工程师（C++语言）,北京天舟上元信息技术有限公司,北京,0.6-1.2万/月,04-04
运维开发工程师,北京源晨动力技术服务有限公司,北京,0.9-1.7万/月,04-04
软件测试工程师,某大型猎头公司,北京-朝阳区,1-1.5万/月,04-04
机器人导航工程师,清投智能（北京）科技有限公司,北京-海淀区,1-1.5万/月,04-04
测试经理,北京创世云科技有限公司,北京-海淀区,1.5-2万/月,04-04
机械臂控制工程师,中科尚易健康科技（北京）有限公司,北京,15-20万/年,04-04
诚聘植物学写手/生物技术/艺术设计/计算机技术写手,武汉凌云天下网络科技有限公司,异地招聘,0.8-1万/月,04-04
AI人工智能讲师,北京师大安博教育科技有限责任公司,北京-石景山区,2-2.5万/月,04-04
算法研究员,北京清软创新科技股份有限公司,北京,1.5-2万/月,04-04
办事处研发副总,航天精一（广东）信息科技有限公司,异地招聘,1.8-2.5万/月,04-04
嵌入式软件工程师,晶晨半导体（上海）股份有限公司,北京-海淀区,1.5-2.5万/月,04-04
区块链课程研究员,江苏人加信息科技有限公司,北京-昌平区,3-5万/月,04-04
高级算法工程师,北京品友互动信息技术股份公司,北京-朝阳区,2.5-4万/月,04-04
Seo技术专员Seo优化,宜兴易达教育信息咨询有限公司,异地招聘,0.8-1.2万/月,04-04
运维主管,伊顿国际教育集团,北京,1-2万/月,04-04
网站运维工程师,云尖（北京）软件有限公司,北京-海淀区,0.5-1万/月,04-04
自动化测试工程师-研发测试部,国网汇通金财(北京)信息科技有限公司,北京-西城区,1.2-1.9万/月,04-04
后台开发工程师,上海仁东医学检验所有限公司,异地招聘,0.8-1万/月,04-04
C#软件开发工程师,北京知元创通信息技术有限公司,北京-丰台区,15-20万/年,04-04
数据挖掘工程师,中设数字技术股份有限公司,北京-石景山区,2-4万/月,04-04
测试工程师,上海天玑科技股份有限公司,北京-海淀区,0.7-1.2万/月,04-04
大数据java开发,北京聚源锐思数据科技有限公司,北京-海淀区,1.5-2万/月,04-04
H5前端开发工程师,中科微步科技（北京）有限公司,北京-丰台区,0.6-1.2万/月,04-04
风险管理部审批策略岗,北京汽车集团财务有限公司,北京-丰台区,1.5-2万/月,04-04
软件运维工程师,中科软科技股份有限公司,北京,0.8-1万/月,04-04
爬虫测试工程师--938,任子行网络技术股份有限公司,北京-海淀区,0.8-1.5万/月,04-04
项目经理-19077,无锡华云数据技术服务有限公司,北京-朝阳区,2-3万/月,04-04
云计算与虚拟化安全研发实习生,中科信息安全共性技术国家工程研究...,北京-海淀区,4-6千/月,04-04
数据分析师,北京思麦博文化传播有限公司,北京-海淀区,0.6-1万/月,04-04
软件工程师,广东医之云健康产业有限公司,北京-海淀区,1-1.5万/月,04-04
RISC-V 标量/向量核心系统验证工程师,上海赛昉科技有限公司,异地招聘,1-5万/月,04-04
软件测试工程师,北京腾信软创科技股份有限公司,北京-海淀区,1-1.5万/月,04-04
高级C++开发工程师-网络安全,亚信科技（成都）有限公司,异地招聘,1.6-2.5万/月,04-04
某一百强公司#大数据工程师#,万宝盛华人力资源（中国）有限公司,北京-东城区,15-30万/年,04-04
系统架构师,北京国研网络数据科技有限公司,北京-东城区,6-8千/月,04-04
前端开发工程师——中经未来,《中国经营报》社,北京-海淀区,1.5-2.5万/月,04-04
版本管理员,信雅达系统工程股份有限公司,北京-东城区,0.7-1.4万/月,04-04
数据仓库工程师,北京天之华软件系统技术有限责任公司,北京-海淀区,2-3万/月,04-04
DBA工程师,北京瑞尼尔技术有限公司,北京-海淀区,1-2万/月,04-04
大数据开发工程师,北京市盈科律师事务所,北京,0.7-1万/月,04-04
IT运维工程师,易璟集团,北京-海淀区,0.8-1万/月,04-04
软件测试工程师,郑州软通合力计算机技术有限公司,北京-西城区,6-8千/月,04-04
技术研究员,北京嘉诚瑞杰信息技术有限公司,北京-海淀区,2.5-3万/月,04-04
图像重建算法工程师,佛山原子医疗设备有限公司,北京-昌平区,2-3万/月,04-04
数据仓库开发工程师,南通东华软件有限公司,北京-朝阳区,1.4-1.8万/月,04-04
大数据产品总监,广州瀚信通信科技股份有限公司,北京-西城区,2.5-3.5万/月,04-04
生物信息分析工程师,武汉康测科技有限公司,异地招聘,0.6-1万/月,04-04
软件测试工程师,大连华信计算机技术股份有限公司,北京-朝阳区,0.9-1.5万/月,04-04
进站博士后（大数据处理方向）,北京尚水信息技术股份有限公司,北京-海淀区,1-1.5万/月,04-04
网络安全工程师,北京普华恒信技术服务有限公司,北京-顺义区,0.8-1万/月,04-04
图像算法工程师,北京理工雷科电子信息技术有限公司,北京,1-1.5万/月,04-04
功能测试工程师,车音智能科技有限公司,北京,1.5-2.5万/月,04-04
java中级开发工程师,明德博学（北京）教育科技有限公司,北京-海淀区,1-1.5万/月,04-04
机器视觉工程师（深度学习方向）,广东红橙云大数据有限公司,异地招聘,2-3万/月,04-04
前端/后端开发工程师,健帆生物科技集团股份有限公司,北京-西城区,2-3万/月,04-04
前端工程师,中航嘉信商务旅行管理有限公司,北京-朝阳区,1.2-1.7万/月,04-04
物联网解决方案技术支持工程师,研华（中国）有限公司,北京,0.8-1.5万/月,04-04
软件测试工程师（北京）,南京唯实科技有限公司,北京-海淀区,0.6-1万/月,04-04
视觉工程师,苏州艾利特机器人有限公司,北京-海淀区,1.5-2万/月,04-04
测试工程师,深圳市泰和安科技有限公司,北京-朝阳区,1-1.5万/月,04-04
自动化测试工程师,中电科技（北京）有限公司,北京-海淀区,1-1.5万/月,04-04
数据算法工程师,北京普析通用仪器有限责任公司,北京-昌平区,0.8-1万/月,04-04
运维实施工程师,东华软件股份公司,北京-海淀区,空,04-04
后端开发工程师（PaaS方向）,嘉兴安越企业管理咨询有限公司,北京-昌平区,1-3万/月,04-04
编译器工程师,苏州中科先进技术研究院有限公司,异地招聘,1.5-5.5万/月,04-04
数据库/数据工程师-北京-00003,安科光电（北京）有限公司,北京-大兴区,1.5-2.5万/月,04-04
运维工程师,北京裕翔创力科技有限责任公司,北京-朝阳区,0.8-1万/月,04-04
中级系统运维工程师,北京天航信民航通信网络发展有限公司,北京-朝阳区,1.5-2.5万/月,04-04
开发工程师,北京盖特爱达科技有限公司,北京-石景山区,0.8-1万/月,04-04
Data Modeler 数据分析师,益博睿信息技术（北京）有限公司,北京-朝阳区,1-2万/月,04-04
嵌入式软件开发工程师,北京纵横机电科技有限公司,北京,12-35万/年,04-04
嵌入式白盒测试工程师,北京大华无线电仪器有限责任公司,北京-海淀区,1-1.4万/月,04-04
C++实习程序（毕业转正）,谷游科技（深圳）有限公司,异地招聘,0.8-2万/月,04-04
推荐算法工程师,网易集团,异地招聘,2-2.5万/月,04-04
数据中心运维工程师,中粮信息科技有限公司,北京-朝阳区,1.5-2.8万/月,04-04
数据决策主管(10023736),宜信普惠信息咨询（北京）有限公司,北京,1.5-2万/月,04-04
数据分析师(10023229),宜信卓越财富投资管理（北京）有限...,北京-朝阳区,1.5-2.5万/月,04-04
研发工程师3082,宜信公司,北京-朝阳区,2-2.5万/月,04-04
数据挖掘师,宜信普惠信息咨询（北京）有限公司,北京-朝阳区,1-1.5万/月,04-04
数据平台工程师10139,宜信博诚保险销售服务（北京）股份...,北京,2-2.5万/月,04-04
运维开发工程师,完美世界（北京）总部/完美时空,北京,1.5-2万/月,04-04
04570-PHP高级开发工程师_新浪体育,新浪网技术（中国）有限公司,北京,2-3.5万/月,04-04
Software Engineer II,微软应用与服务部门（ASG）,北京,空,04-04
Sr Consultant,微软销售市场和服务集团 （SMSG）,北京,空,04-04
Senior Software Engineer-AI,微软亚洲研究院 （MSRA）,北京,空,04-04
Applied Scientists,微软技术与研发部门（T&R),北京,空,04-04
大数据开发工程师,新华三技术有限公司,异地招聘,1.5-2万/月,04-04
